Row,EFM_1_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_2_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_3_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_4_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_5_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_6_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_7_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_8_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_9_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_10_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_11_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_12_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_13_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_14_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_15_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_16_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_17_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_18_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_19_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_20_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_21_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_22_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_23_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_24_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_25_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_26_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_27_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_28_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_29_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_30_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_31_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_32_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_33_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_34_anchor_EX_lys__L_e_f,EFM_35_anchor_EX_lys__L_e_f,EFM_36_anchor_EX_lys__L_e_f,EFM_37_anchor_EX_lys__L_e_f,EFM_38_anchor_EX_lys__L_e_f,EFM_39_anchor_EX_lys__L_e_f,EFM_40_anchor_EX_lys__L_e_f,EFM_41_anchor_EX_lys__L_e_f,EFM_42_anchor_EX_lys__L_e_f,EFM_43_anchor_EX_lys__L_e_f,EFM_44_anchor_EX_lys__L_e_f,EFM_45_anchor_EX_lys__L_e_f,EFM_46_anchor_EX_lys__L_e_f,EFM_47_anchor_EX_lys__L_e_f,EFM_48_anchor_EX_lys__L_e_f,EFM_49_anchor_EX_arbtn_fe3_e_f,EFM_50_anchor_EX_arbtn_fe3_e_f,EFM_51_anchor_LYStex_b,EFM_52_anchor_LYStex_b,EFM_53_anchor_LYStex_b,EFM_54_anchor_LYStex_b,EFM_55_anchor_LYStex_b,EFM_56_anchor_LYStex_b,EFM_57_anchor_LYStex_b,EFM_58_anchor_LYStex_b,EFM_59_anchor_LYStex_b
NTD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340229798795578,0.33941284173341,0.342893818678854,0.342831603840951,0.342943196220559,0.341609103650558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYTDtex_f,0,0,0,0,0.308773110801269,0.337647569233228,0.497027561715888,0.737309210393287,4.35937136558542,0.104969543786891,0.343894000622109,0,0,0,0,0,0,0,0,0,0.875029798572501,0,0,0,0,0,0,0,0,1.79612159905103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLYOX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69230769230769,3.88098318240622,5.3475935828877,0,0,0,0,8.8339222614841,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DADNtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0512820512821,0,0,0,0,0,0,0,0,0,0,0
4PEPTtex_f,0,0,0.037473257959728,0.426006366428477,0.0288138362561006,0.0315083193187062,0.0463812109185503,0.0688036170094501,0.406804246592433,0.00979546191280791,0.0320912186869741,0,0,0,0,0,0,0,0,0,0.155263204746129,0,0.0457841049541534,0.0457843239953211,0.0050355100000045,0.387357306612593,0.225087690065382,1.47475854096276,0.426693329315824,11.4810079867296,0.0970569931541278,0.104205551678473,0.167345479920466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAMNPP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHAtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETOHtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGM4PCPpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTPDPDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALabcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLYCLTt2rpp_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUAt2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPPPNt2rpp_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNDR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302706725308133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_asn__L_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCAtex_f,0,0,0,0,0,0,0,0,0,0,0,4.17134405062926e-05,0.00033799941108398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHFR_f,0.00338476000721799,0.00413037772679848,0.293254027886678,0.450831298826809,0.000932006452494533,0.00101916165037118,0.00150023715920312,0.00222550771920185,0.0131584069318798,0.00031684200697047,0.00103801599408133,0.0428764112276081,0.347422834665001,0.330149621059204,0.35246462969764,0.351618294457708,0.355224449046181,0.355159996932107,0.355275602228571,0.353893535033598,0.00502211185529718,0.00128485,0.0426628764915284,0.0426630806000568,4.46000000000023e-05,0.00346387821081726,0.00201280918632618,0.012394108217129,0.0303711335321065,0.00259805017324772,0.00313938564359727,0.00337061145509656,0.00541292265616477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_cit_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81656585545609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.98757763975155,0,0,0,0,0,0,0,0,0,0
PRAIi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_mal__L_e_f,0,0,0,0,0,0,0,0,0,0,0,0,2.64645426892892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NMNN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031272886162222,0.0311977939589669,0.0315177547505659,0.0315120361522825,0.0315222933837079,0.0313996676606842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_no2_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HACD3_f,0.185577436001147,0.226457682855191,0,0,0,0,0,0,0,0,0,0,0,0.00032119471247539,0.000342904453533137,0.000342081074111479,0.000345589416124626,0.00034552671219608,0.000345639181838902,0.00034429460154259,0,0,0.081236611651437,0.081195494408934,0,0,0,0,2.9547353321503e-05,0,8.79872657958877e-05,9.44678098401501e-05,0.000151707473547219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHKK,1.19831887977529,1.46229262933594,0.00242420467056434,2.36643887388622,0.329029623239062,0.359798339318146,0.529634173605432,0.785679073792577,4.64536019427192,0.111855884581887,0.366454556762529,0.525432507842983,4.25752170187247,1.74443417903084,2.49366976698368,2.4876819871535,2.51319535194151,2.51273935643233,2.51355725816887,4.34910186311788,0.00502211185529778,0.0157899,0.0040725390525633,0.0040725585364805,0.0157898999999775,1.2228655065646,0.710589338149364,4.37553704285168,0.214874262824634,1.34890939751767,0.636721608677257,0.683618195264443,1.09783416647392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5185185185185,0
DCYTtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5126023202621,37.5125613094326,0,0,0,0,0.0293168839655952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACACtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACNAMtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARBTNabcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_inost_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465058450029926,0,0,0,0,0.247295335801104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGSNtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THRA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SADH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21717118560987,1.21717700882292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLUSy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0475118855705,37.0474686496467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8571428571429,0,0
GUAPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185911623256958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_phe__L_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_thr__L_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_uri_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8695652173913,0,0,0,0,0,0,0,0,0,0
OMCDC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABUTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.139770628186,127.786196796905,0,0,0,0,0,0,0,7.69230769230769,0,0,35.0877192982456,0,0,0,0,0,0,6.41025641025641,2.32919254658386,0,0,0,0,0,0,10.2040816326531,0,0,0
E4PD_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000865969552704314,0.000503202296581546,0.00309852705428263,0,0,0,15.3966243789024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IG3PS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDH,0,0,0,390.38257674079,0,9.32471430387884,0,0,19.978981962973,0,0,0,0,0,0,0,0,0,0,0,0,323.596529836765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTHFR2,0.0059233300126322,0.0072281610218982,0.00212117908674386,0.00391233916948976,0.00163101129186543,0.00178353288814966,0.00262541502860561,0.00389463850860324,0.0230272121307885,0.000554473512198353,0.00181652798964233,0.00037208388931613,0.0030149547468691,0.00286505683528048,0.00305870772551558,0.0030513631810744,0.00308265759183167,0.00308209827278903,0.00308310150200301,0.0030711078457599,0.00878869574677112,7.80499999999998e-05,0.0025916157607221,0.00259162815957849,7.80499999325999e-05,0.0060617868689302,0.00352241607607082,0.0216896893799774,0.000263562391627806,0.000649512543311967,0.000784846410899318,0.000842652863774139,0.00135323066404119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMSOR2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2St1pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_nh4_e_f,0,0,685.684699765682,0,0,0,23.9496028041211,30.8236342206273,324.305315587801,0,0,0,0,0,0,0,0,0,0,0,0.00167403728509906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6959064327485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DADK_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUTPDP,0,0,0.0337065004783354,0,0,0,0,0,0,0,0,0.0413880756703435,0.335363015677525,0.318689393718082,0,0,0,0,0,0,0,0.00124025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HYD3pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO3R1pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9243687035862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELBpts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORt2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_halipa_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AACPS5,0.184514955281392,0.225161151730187,0.0660758835823234,0.853100468410803,0,0,0,0,0,0,0,0.0811343103223594,0.657422374534785,0.624736563553133,0.666962878300092,0.665361372389792,0.672185237939043,0.672063276289863,0.672282034243939,0.6696667717844,0.273772658156625,0,0.0807302421402133,0.0807306283713415,0.0024313,0.188827961747982,0.109725178805266,0.675645634715458,0.0574707841044561,0,0.171138751463633,0.183743668851486,0.295077104348283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANptspp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTD8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALCTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3987548934269,18.3987326774326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLTG4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNP4_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMAOTr_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_etoh_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G6PP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229951526300177,0.229952626438552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLNS,17.7774096949225,10.3267586857684,0.669504453121302,10.0865191584779,0.504230118703505,0.373808384337037,0.550257388903806,0.81627232004017,4.82624403485343,0.1162113965656,0.380723785595966,1.03395605544234,8.37803196246794,51.1426854139847,9.21831414050945,8.46225793731992,3.79351428543618,4.35069614135045,4.35211230173353,3.9736313854056,1.84201153752698,0.0358855,39.4010733776989,39.4010414017278,0.031487220000009,2.43454913273869,1.41468104843768,11.2269139178923,49.2651661575529,126.484053273376,0.899975988447922,0.966262103593779,1.55173685902826,0,0,0,0,0,0,2.67379679144385,0,0,0,0,1.76678445229681,0,0,0,0,0,0,0,0,0,0,0,17.8571428571429,0,0
TYMtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7142857142857,0,0,0,0,0,0,0,0,0
GTHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00125552796382445,1.115e-05,0.0003702308229603,0.0003702325942255,0,0,0,0,0.000263562391627806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_g3pe_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_pacald_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_his__L_e_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACACT1r_f,0.185577436001147,0.226457682855191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9547353321503e-05,0,8.79872657958877e-05,9.44678098401501e-05,0.000151707473547219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARGORNt7pp_f,0,0,0,5.04253149818272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.837143027796975,1.01157199740216,1.08607751617024,1.74415048187767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMPtex_f,0,0,0.693610613914919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0400763520294,1.11668130784605,1.79329763500802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUMPtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMPtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3PEPTtex_f,4.09313993538071,3.34327089665246,0,0.0578078814505325,0,0,0,0,0,0,0,0.0946327796701957,0.766798983961561,0.354303463437354,0.378251044603332,0.377342791230891,0.381212773138753,0.381143605689252,0.381267668702856,0.3797844890696,0,0.00137885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333.333333333333,0,19.2307692307692,0,0,0,0,4.54545454545455,0,0,0,0,0,0
