Row,EFM_1_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_2_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_3_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_4_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_5_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_6_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_7_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_8_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_9_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_10_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_11_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_12_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_13_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_14_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_15_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_16_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_17_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_18_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_19_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_20_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_21_anchor_BIOMASS_Ec_iML1515_WT_75p37M,EFM_22_anchor_BIOMASS_Ec_iML1515_WT_75p37M
XYLI2_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMANM_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLUR_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_tmao_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_acald_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_melib_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDPG4E_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HACD4_b,4.17134405062926e-05,0.00033799941108398,0,0,0,0,0,0,0,1.68905107240957e-05,0,0,0,0,0,0,0,0,0,0,0,0
EX_tre_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_zn2_e_b,0.000540606188961552,0.00438047236764838,0.00416268347368106,0.00444404171778945,0.00443337072048477,0.00447883883297516,0.0044780261900612,0.00447948379663217,0.00446205803599197,0.00182417515820233,1.62e-05,0.000537913841431109,0.000537916414928529,1.62e-05,0.00125817997792017,0.000731110063194712,0.00450189580980974,0.000382933699046678,0.000943686385798553,0.0011403149647147,0.00122430281552835,0.00196612885717196
HACD5_b,0,0,0,0,0,0,0,0,0,1.68905107240957e-05,0,0,0,0,0,0,0,0,0,0,0,0
HACD7_b,0.0816015008560299,0.110201327989821,0,0.0616885111906113,0.0615403852326552,0.0621715359608202,0.0621602555240748,0.0621804888128185,0.061938598817512,0,0,0,0,0,0,0,0,0,0,0,0,0
GHMT2r_b,0.505379188453988,0,0,4.19580632578774,0.359226177547215,0.36291035766192,0.362844511011977,0.362962617633476,0,4.71958229832334,323.538706836765,0,0,0,0,0,0,0.361543779030176,0.890973928359719,0,0,0
LCARS_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCD19_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_hdcea_e_b,0.157423187395508,1.27558273747805,1.21216314930513,1.29409397527777,1.29098660721079,1.30422680930105,1.30399016969103,1.30441462112547,1.29934028265361,1.21414621255041,0,0,0,0.0047174,0.366378902953124,0.212897445192268,1.31094094402447,0.254875469751285,0,0,0,0
MANAO_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAGURr_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_lac__D_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDPK7_b,0,0,0,0.340229798795578,0.33941284173341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLYAT_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296868000000674,2.30477223961523,1.33926962758297,0,0,0,0,0,55.3453228220491
EX_ttdcea_e_b,0,0,0.104722324055476,0.0501120568393326,0.0499917281706516,0.0505044372724529,0.571055452513581,0.571241332216972,0.569019130915454,0,0,0,0,0,0,0,0,0,0,0,0,0
F6PA_b,0,0,0,0,0,0,0,0,0,1.49986609195921,0,0,0,0.0139491533332974,1.076200165527,0.625364244254986,3.17912766296597,0,0,0.022574012912593,0.0242366612925889,0.0389220694132745
EX_gthrd_e_b,2.04653814396925,0.0030149547468691,0.00286505683528048,0.00305870772551558,0.0030513631810744,0.00308265759183167,0.00308209827278903,1.25684084413716,1.25195157369729,0.534804241057037,0,0,0,1.115e-05,0.000865969552704314,0.000503202296581546,8.24980743991726,0,0.000649512543311967,2.09671190748158,19.8006532142519,106.177251213285
IDOND_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADK1_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDPK2_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDPK3_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDPK4_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_26dap__M_e_b,0,0,0,0,0,0,0,0,0,1.87736900664275,0,0,0,0,0,0,0,0,0,0,0,0
EX_acnam_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDPTA_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_amp_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGK1_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDPK1_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGMT_b,0,0,0,0,0,0,0,0,0,1.09755664719222,87.8904232191174,0.323648148383529,0.323649696787028,0.0097471,0.757012719925042,0.4398890677139,2.70866843504917,0.230400806047953,0.567790467346733,0.686096542751278,0.736629751434342,1.18296633232968
EX_dha_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_fuc__L_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_tartr__L_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_taur_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_maltpt_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_glyald_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_glcur_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_nmn_e_b,0.0038025972365641,0.030812026314416,0.0292801099893641,0.0312591699840804,0.0311841107160006,0.0315039311739206,0.0314982150837943,0.0315084678164324,0.0313858958766207,0.0128311579800707,0.000113950000013574,0.00378365939697289,0.00378367749883068,0.000113950000013574,0.00884997583250424,0.00514259208031102,0.0316661128103593,0.00269353672878792,0.0066378434358723,0.00802091914994207,0.00861168554504133,0.0138296532884583
G3PD2_b,0,0,1.12140637134808,1.25974866521189,1.25672376682779,1.26961257338201,1.26938221419747,1.26979540067248,1.26485573536311,0,0.0084029,0,0,0,0,0,0,949.994584590631,0,0,0,0
EX_f6p_e_b,0,0,0,0,0,0,0,0,0,0,87.9033722191174,0,0,0,0,0,0,0,0,0,0,0
EX_rmn_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ttdca_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286873681400912,0.0308002847202826,0.0494627046753352
EX_glyclt_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRPPS_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08345298864003,0,0,0,0
EX_g6p_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0097471,0.757012719925042,0.4398890677139,2.70866843504917,0,0,0,0,0
EX_2ddglcn_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASAD_b,0.534960691923431,1.00197221420557,3.16705695173834,3.38112020890557,3.37300149019697,3.40759458444868,3.40697630866428,3.40808528633522,3.39482740191431,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_mmet_e_b,0.125888660641561,1.02006194268679,0.0171903410116829,0.0183522463530935,0.0183081790864464,0.01849594555099,0.0184925896367342,0.018498609012018,0.0184266470745594,0,0,0,0,0,0,0,0,0.00158137434976684,0.435607383251993,0.00470907846539591,0.00505591718264484,0.00811938398424715
GARFT_b,0,0,0,0,0,0,0,0,0,0,0,0,0,1.115e-05,0.000865969552704314,0.000503202296581546,0.00309852705428263,0,0.892922465989655,0,0,0
PHETA1_b,0.300371810935332,2.43387967930997,0,2.46920010517955,2.46327108170491,2.48853409120685,2.48808257025002,2.48889244615284,2.47921033857195,0,0.00900105,0,0,0.00900105,0.699070425324589,0.406219644093751,2.5013450172153,0.212765763691611,0.524331379190868,0.63358222303366,0.680247583809347,1.09242124381776
EX_galct__D_e_b,0,0,0,0,0,0,0,0,0,0,0,18.3987548934269,18.3987326774326,0,0,0,0,0,0,0,0,0
EX_idon__L_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_indole_e_b,0,0,0,0,0,0,0,0,0,0.310976823111567,0,0,0,0,0,0,0,0,0.160875227880238,0.194395545558802,0.208713400348434,0.335176423756284
ACOTA_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBMKr_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_3hcinnm_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_acac_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_acmana_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPD_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_galur_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_adn_e_b,0.338890001898876,0,0,0,0,0,0,0,0,1.15108820584699,0.0101553000001751,0.337202249005245,0.337203862254596,0.0102143411110625,0.788715748751216,0.458311236096365,2.82210509366396,0,0.591569034178989,0.714829664269388,5.6979355331679,2.6295576755916
EX_ins_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_mg2_e_b,0.0137704409799373,0.111580365587043,0.106032798482376,0.113199618200359,0.112927804185682,0.114085978051062,0.11406527823017,0.114102406708658,0.11365853386124,1000,0.00041265,1000,1000,0.00041265,0.0320486399931332,0.0186229979985986,113.981697744986,0.00975417227849456,0.0240377893271465,0.0290463561845385,1000,1000
ACOATA_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_glyc3p_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361573733331266,2.7944216142316,1.62379770686794,8.23090503541125,0,4.85449170006126,253.442700185548,37.2891538806922,3.91103080464465
EX_but_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLTP3_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_lcts_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ocdca_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_cbl1_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_nac_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACtex_b,0,0.220402655979642,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0
ACALDtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACACT7r_b,0.0816015008560299,0.110201327989821,0,0.0616885111906113,0.0615403852326552,0.0621715359608202,0.0621602555240748,0.0621804888128185,0.061938598817512,0,0,0,0,0,0,0,0,0,0,0,0,0
ADK3_b,0.393928383840466,3.19195827846556,3.03326008230959,3.23827992974181,3.2305041979651,3.26363585726781,3.26304370143188,3.2641058287484,3.25140804269573,2.72734334117612,0,0,0,0.0118046,0.916809343663977,0.53274455876471,5.61877725495132,0,0.687644463567753,2.60768915486462,20.3492655731175,1.4326768337884
ACACT2r_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACACT3r_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACACT4r_b,4.17134405062926e-05,0.00033799941108398,0,0,0,0,0,0,0,1.68905107240957e-05,0,0,0,0,0,0,0,0,0,0,0,0
SUCFUMtpp_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSDy_b,0.534960691923431,1.00197221420557,3.16705695173834,3.38112020890557,3.37300149019697,3.40759458444868,3.40697630866428,3.40808528633522,3.39482740191431,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_dad_2_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ser__D_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_gam6p_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ocdcea_e_b,0.0811343103223594,0.657422374534785,0.624736563553133,2.39245123038976,2.38670649569727,2.41118426808984,0.672063276289863,0.672282034243939,0.6696667717844,0.273772658156625,0,2.20889338299969,2.20890395082853,0.0024313,0.188827961747982,0.109725178805266,0.675645634715458,0.0574707841044561,0,0.171138751463633,0.183743668851486,0.295077104348283
EX_cynt_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_galctn__D_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AHGDx_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLTP2_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ca2_e_b,0.00826259829548644,0.0669509233475148,0.0636222486471253,0.0679225141558437,0.0677594191600018,0.0684543515459659,0.0684419311517995,1.26172126938472,1.25681301347107,0.0278806030352406,0.0002476,0.00822144858878658,0.00822148792199406,0.0002476,0.0192299606501873,0.0111742501016673,0.0688067532412895,0.0058527397459233,0.0144232561187482,0.869602784295181,1.1606200755589,1.86385981510431
GLUtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLYtex_b,0,0,0,0,0,0,0,0,0,0,0,35.6885987425157,35.6885490052543,0,0,0,0,0,0,0,0,0
GLYALDtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKGt2rpp_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ascb__L_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLYBtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLYCtex_b,1.79048853210972,4.83571701444783,5.47741051857409,1.13334036746144,2.87141485284752,2.90086373537234,2.90033740110478,2.90128146678766,3.25154576053635,1.34915856735008,0.0003207,0.0106487017868492,0.0106487527325666,0,0,0,0,0.0075806689681648,0,0,0,0
GLYC3Ptex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLYCLTtex_b,0.00148833555726452,0.0120598189874764,0.0114602273411219,0.0122348309020624,0.0122054527242976,0.0123306303673266,0.0123283930911562,0.0123324060080124,0.0122844313830396,0,0,0,0,0,0,0,0,0,0,0,0,0
GUAtex_b,0,0,0,0,0,0,0,0,0,0,0,25.5511463747733,25.5510524543364,0,0,0,0,0,0,0,0,0
Htex_b,0,0,0,114.678521821372,121.704704395979,121.433503643557,121.3324131688,120.443651391868,116.808084641368,0,0,0,0,666.696907491854,669.016188199715,384.984286435972,0,0,0,742.922931248646,0,0
EX_ala_B_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_agm_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_minohp_e_b,0,0,0,0.465058450029926,0,0,0,0,0.247295335801104,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ppt_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_hxa_e_b,0,0,0.00032119471247539,0.000342904453533137,0.000342081074111479,0.000345589416124626,0.00034552671219608,0.000345639181838902,0.00034429460154259,0,0,0.081236611651437,0.081195494408934,0,0,0,0,0,0,0,0,0
H2tex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2Otex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_lyx__L_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_acmum_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_dca_e_b,4.17134405062926e-05,0.00033799941108398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_all__D_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_octa_e_b,0,0,0,0,0,0,0,0,0,0,1.5e-07,0,0,0,0,0,0,0,0.465923308395772,0,0,0
PYRt2rpp_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.423731344245,0,0,0,0
EX_xylu__L_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_gtp_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THMDt2pp_copy2_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XANtpp_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93045637375233,1.39704975070057
DAPtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRPt2rpp_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TYRt2rpp_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URIt2pp_copy2_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12PPDStex_b,0,0,0,0,0,0,0,0,0,0,0,32.0681492119602,32.0681143622521,0,0,0,0,0,0,0,0,0
DDGLCNtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XTSNt2rpp_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALURtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_fruur_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_malttr_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TKT2_b,0.0544010005706866,0.440805311959283,0,0,0,0,0,0,0,0,0.00355465,0.0270650353179319,0.027065164802978,0.0015315166666442,0.119523214630879,0.069453199490957,0.00309852705428263,0,1.44127415883386,0.114749472560365,15.5198255177835,0.197850818701341
EX_arbtn_fe3_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_cpgn_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_adocbl_e_b,0.00037208388931613,0.0030149547468691,0.00286505683528048,0.00305870772551558,0.0030513631810744,0.00308265759183167,0.00308209827278903,0.00308310150200301,0.0030711078457599,0.00125552796382445,1.115e-05,0.0003702308229603,0.0003702325942255,1.115e-05,0.000865969552704314,0.000503202296581546,0.00309852705428263,0.000263562391627806,0.000649512543311967,0.000784846410899318,0.000842652863774139,0.00135323066404119
ATPS4rpp_b,0,0,0,0,0,0,0,0,0,0,55.0272694806984,0,0,0,0,0,0,0,0,0,0,0
INDOLEtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARBt2rpp_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYTK1_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L_LACtex_b,0,0,0,0,0,0,0,0,0,0,0,47.3883285578862,47.3882567636054,0,0,0,0,0,0,0,0,0
ADEt2rpp_b,0,0,0,0,0,0,0,0,0,0.00756684880439486,0,0,0,0,0,0,0,0.00164046905640984,0,0,0,0
CO2tpp_b,287.883638780606,280.682588674161,241.43185627029,167.946726115733,165.066080355773,165.239588616918,164.925783902484,165.304969598425,168.153075978122,0,735.302424742647,0,0,0,0,0,411.342546501241,0,0,0,0,0
DHAtpp_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADNt2pp_copy2_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALLTNt2rpp_b,0,0,0,0.031272886162222,0.0311977939589669,0.0315177547505659,0.0315120361522825,0.0315222933837079,0.0313996676606842,0,0,0,0,0,0,0,0,0,0,0,0,0
ARGAGMt7pp_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYTK2_b,0,0,0,0.340229798795578,0.33941284173341,0.342893818678854,0.342831603840951,0.342943196220559,0.341609103650558,0,0,0,0,0,0,0,0,0,0,0,0,0
ASNt2rpp_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECOAH8_b,0,0,0,1.72548835208967,1.72134512330748,1.7389990301508,0,0,0,0,0,2.12816314085948,2.12817332245719,0,0,0,0,0,0,0,0,0
GUAtpp_b,0,0,0,0,0,0,0,0,0,0,0,25.5511463747733,25.5510524543364,0,0,0,0,0,0,0,0,0
HYXNtpp_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIStex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HXAtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HACD1_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HYXNtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDONtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILEtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INSTtex_b,0,0,0,0.465058450029926,0,0,0,0,0.247295335801104,0,0,0,0,0,0,0,0,0,0,0,0,0
INStex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLCNtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLCURtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O2tex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ppa_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HACD2_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D_LACtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORNtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECOAH5_b,0,0,0,0,0,0,0,0,0,1.68905107240957e-05,0,0,0,0,0,0,0,0,0,0,0,0
EX_ni2_e_b,0.000512241049417273,0.00415063276811128,0.00394427106919779,0.00421086668938692,0.00420075559008897,0.00424383803001041,0.00424306802576786,0.00424444915298172,0.00422793770694301,0.00172846226409912,1.535e-05,0.000509689967035032,0.000509692405503266,1.535e-05,0.00119216436179473,0.000692749350002397,0.00426568522719626,0.000362841498788056,0.000894171976667147,0.0010804836239735,0.00116006470483704,0.00186296777515985
EX_no_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASPtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHEtex_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PItex_b,0,0,0,0,0,0,0,0,0,3.10754686085213,0,0,0,0,0,0,0,150.486813240477,0,249.397615861737,0,0
CYTDt2pp_copy2_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACALDtpp_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACt2rpp_b,0,0.220402655979642,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0
DDGLCNt2rpp_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_fe3dcit_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9506081798078,0,0,0
EX_fe3hox_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_fecrm_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_feenter_e_b,1.06892993879304,0.922549112588877,0.00286505683528048,0.00305870772551558,0.0030513631810744,0.00308265759183167,0.00308209827278903,0.00308310150200301,0.0030711078457599,0.00125552796382445,0.00077635,0,0,1.115e-05,0.000865969552704314,0.000503202296581546,0.00309852705428263,0.000263562391627806,0,0,0,0
EX_feoxam_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_3amp_e_b,0,2.74598833550462,2.60946293088096,2.81711096373382,2.81034653949809,2.83916911280659,2.8386539724439,2.83957796004654,2.82853164129692,0,0,0,0,0,0,0,0,0.24169025880506,0,0,0,0
EX_3gmp_e_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.687644463567753,0,0,0
